,ethena-usde_SUSDE_Ethereum,aave-v3_PT-SUSDE-31JUL2025_Ethereum,aave-v3_USDT_Ethereum,aave-v3_PT-EUSDE-14AUG2025_Ethereum,morpho-blue_SPARKUSDC_Base,aave-v3_USDC_Ethereum,fluid-lending_USDC_Ethereum,aave-v3_SUSDE_Ethereum,morpho-blue_USUALUSDC+_Ethereum,aave-v3_USDE_Ethereum,fluid-lending_USDT_Ethereum,morpho-blue_STEAKUSDC_Ethereum,morpho-blue_SPDAI_Ethereum,aave-v3_PT-USDE-31JUL2025_Ethereum,morpho-blue_REUSDC_Ethereum,morpho-blue_PT-USDS-14AUG2025_Ethereum,morpho-blue_BBQUSDC_Ethereum,morpho-blue_SYRUPUSDC_Ethereum,aave-v3_USDS_Ethereum,morpho-blue_PT-SYRUPUSDC-28AUG2025_Ethereum,morpho-blue_GTUSDCCORE_Ethereum,morpho-blue_STEAKUSDT_Ethereum,aave-v3_USDC_Arbitrum,aave-v3_USDC_Avalanche,morpho-blue_GTUSDC_Ethereum,morpho-blue_HUSDC_Ethereum,morpho-blue_PT-SUSDE-31JUL2025_Ethereum,morpho-blue_SMUSDC_Base,morpho-blue_GTUSDCF_Ethereum,morpho-blue_CSUSDC_Ethereum,aave-v3_DAI_Ethereum,fluid-lending_USDC_Arbitrum,morpho-blue_MWUSDC_Base,fluid-lending_SUSDE_Ethereum,morpho-blue_HYPERUSDC_Ethereum,aave-v3_USDT_Avalanche,fluid-lending_SUSDS_Ethereum,aave-v3_PT-EUSDE-29MAY2025_Ethereum,aave-v3_USDC_Base,morpho-blue_VBSHUSDC_Ethereum,fluid-lending_USDC_Polygon,aave-v2_USDC_Ethereum,fluid-lending_USDC_Base,fluid-lending_USDT_Polygon,aave-v3_USDT_Polygon,aave-v3_USDC_Polygon,morpho-blue_SUSDE_Ethereum,morpho-blue_GTUSDT_Ethereum,morpho-blue_RESOLVUSDC_Ethereum,morpho-blue_FUSDC_Ethereum,morpho-blue_GTEUSDC_Ethereum,morpho-blue_SBMORPHOUSDC_Ethereum,aave-v3_USDTB_Ethereum,euler-v2_USDC_Ethereum,morpho-blue_APRUSDC_Ethereum,aave-v2_DAI_Ethereum,euler-v2_USDC_Avalanche,morpho-blue_EUSDE_Ethereum,morpho-blue_GTDAICORE_Ethereum,aave-v2_USDT_Ethereum,morpho-blue_GTUSDCC_Base,morpho-blue_FXUSDC_Ethereum,morpho-blue_BBQUSDT_Ethereum,euler-v2_EUSDE_Ethereum,morpho-blue_PT-USDE-31JUL2025_Ethereum,morpho-blue_GTUSDCP_Base,morpho-blue_USDE_Ethereum,morpho-blue_HYUSDC_Ethereum,morpho-blue_STEAKUSDC_Base,euler-v2_USDT_Avalanche,morpho-blue_GTMSUSDC_Ethereum,aave-v2_USDC.E_Avalanche,morpho-blue_STEAKUSDCLEVEL_Ethereum,morpho-blue_COUSDC_Base,morpho-blue_APRUSDE_Ethereum,morpho-blue_VBGTUSDT_Ethereum,morpho-blue_MC-USDCP_Ethereum,morpho-blue_RE7USDC_Base,euler-v2_USDC_Base,morpho-blue_IMF-USDS_Ethereum,aave-v3_DAI.E_Avalanche,aave-v2_USDC_Polygon,aave-v3_DAI_Polygon,euler-v2_USDT_Ethereum,aave-v2_DAI_Polygon,morpho-blue_BBQDAI_Ethereum,morpho-blue_HUSDT_Ethereum,morpho-blue_CUSDOUSDC_Ethereum,morpho-blue_MIDASUSDC_Ethereum,morpho-blue_RE7USDCC_Ethereum,morpho-blue_PT-SUSDE-27MAR2025_Ethereum,morpho-blue_USDC_Ethereum,morpho-blue_SUSDS_Ethereum,morpho-blue_EXMUSDC_Base,aave-v3_DAI_Arbitrum,aave-v2_USDT_Polygon,morpho-blue_UUSDC_Base,fluid-lending_SUSDS_Arbitrum,morpho-blue_HYPERUSDT_Ethereum,morpho-blue_9SUSDC11CORE_Ethereum,fluid-lending_SUSDS_Base,morpho-blue_SAFE-STEAKUSDT_Ethereum,aave-v3_SDAI_Ethereum,morpho-blue_APRUSDC_Base,morpho-blue_PT-SUSDE-29MAY2025_Ethereum,aave-v2_USDT.E_Avalanche,morpho-blue_BBUSDT_Ethereum,morpho-aave_USDC_Ethereum,morpho-blue_STEAKSUSDS_Base,morpho-blue_PT-EUSDE-29MAY2025_Ethereum,morpho-blue_GTAUSDC_Ethereum,morpho-blue_USDCRWA_Ethereum,morpho-blue_OHMSUSDS_Ethereum,morpho-blue_RE7USDT_Ethereum,morpho-blue_SAFE-STEAKUSDC_Ethereum,morpho-blue_STEAKUSDTLITE_Ethereum,morpho-blue_STEAKUSDCRWA_Base,morpho-blue_9SUSDCCORE_Ethereum,aave-v2_DAI.E_Avalanche,morpho-blue_PRUDENTUSDC_Base,euler-v2_SUSDS_Ethereum,morpho-blue_MC.EUSDC_Ethereum,morpho-blue_SAMM-USDC-CUSDO_Base,morpho-blue_YMVOG-DAI_Ethereum,morpho-blue_SAFE-STEAKUSDC_Base,morpho-blue_STKCVXCRVUSDCWBTCWETH-MORPHO_Ethereum,morpho-blue_YMVOG-USDC_Base,euler-v2_USDE_Ethereum,morpho-blue_STKCVXCRVUSDETHCRV-MORPHO_Ethereum,morpho-blue_STKCVXCRVCRVUSDTBTCWSTETH-MORPHO_Ethereum,morpho-blue_PT-SUSDE-27FEB2025_Ethereum,morpho-blue_BBQUSDC_Base,morpho-blue_BBUSDC_Ethereum,morpho-blue_GTSUSDSC_Base,morpho-blue_RE7USDCP_Ethereum,aave-v3_EUSDE_Ethereum,morpho-blue_HDAI_Ethereum,morpho-blue_INDEUSDC_Base,euler-v2_SUSDE_Ethereum,morpho-blue_DUPLICATEDKEY.USDC_Ethereum,morpho-blue_STEAKUSDCRWA_Ethereum,euler-v2_SDAI_Ethereum,morpho-blue_PYTHUSDC_Base,morpho-blue_MJUSDC_Base,morpho-aave_USDT_Ethereum,morpho-compound_USDT_Ethereum,euler-v2_USDS_Base,morpho-blue_USDC_Base,morpho-blue_IONICUSDC_Base,morpho-blue_AUSDC_Base,morpho-blue_SDAI_Ethereum,morpho-blue_CERESUSDE_Ethereum,morpho-blue_STKCVXCRVUSDTWBTCWETH-MORPHO_Ethereum,morpho-blue_PT-EUSDE-14AUG2025_Ethereum,morpho-blue_ELIXIRUSDC_Ethereum,morpho-compound_USDC_Ethereum,morpho-compound_DAI_Ethereum,morpho-blue_GTUSDCF_Base,morpho-blue_USDCDOJO_Ethereum,morpho-blue_LUMENUSDC_Base,morpho-blue_GTUSDTC_Ethereum
2024-12-26,11.79436,0.0,8.31023,0.0,0.0,8.97259,0.0,0.0,14.71363,10.66714,12.33,3.62444,13.9931,0.0,14.33534,0.0,19.5371,0.0,5.04657,0.0,15.05688,9.26433,5.08446,0.0,3.51069,0.0,0.0,0.0,0.0,0.0,11.83803,10.99,5.36815,0.0,0.0,0.0,0.0,0.0,8.43685,0.0,0.0,6.87556,12.97,0.0,9.27001,7.20451,0.0,9.3313,0.0,0.0,6.17284,2.37015,0.0,5.06819,0.0,3.40408,0.0,0.0,13.51794,6.1179,5.23949,0.84846,0.0,0.0,0.0,6.12718,0.0,0.0,10.22673,0.0,7.13979,0.50835,0.0,0.0,0.0,0.0,0.0,8.94329,0.0,0.0,0.0,0.00444,11.39061,0.0,0.0097,24.65471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.98049,0.00222,4.35024,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.56607,2.94001,26.11382,0.0,0.0,9.41278,0.0,0.0,9.09053,0.0,0.0,8.39364,0.0,0.77663,0.0,0.0,32.9102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.31747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.89091,0.0,31.39362,16.62494,0.0,0.0,9.87394,0.0,0.0,0.0,0.0,0.0,0.0,10.1741,8.7734,0.0,0.0,0.0,0.0
2024-12-27,11.92697,0.0,8.247,0.0,0.0,0.37303,0.0,0.0,15.16398,6.84067,12.39,3.73395,12.17521,0.0,13.9959,0.0,17.42969,0.0,5.65531,0.0,14.98073,5.56783,5.10151,0.0,3.88182,0.0,0.0,0.0,0.0,0.0,8.39666,11.77,8.36749,0.0,0.0,0.0,0.0,0.0,9.08925,0.0,0.0,6.70065,13.5,0.0,8.87536,6.03586,0.0,5.38498,0.0,0.0,6.47174,3.24556,0.0,7.58971,0.0,4.6012,0.0,0.0,12.98543,6.77861,9.17364,1.14224,0.0,0.0,0.0,10.91724,0.0,0.0,18.75976,0.0,7.03481,0.525,0.0,0.0,0.0,0.0,0.0,10.24707,0.0,0.0,0.0,0.00504,14.55447,0.0,0.01125,14.73684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.40826,0.00175,4.52514,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.51801,3.71522,25.36183,0.0,0.0,9.46392,0.0,0.0,7.62937,0.0,0.0,7.11757,0.0,0.75676,0.0,0.0,8.64582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.41837,0.0,35.26014,18.87297,0.0,0.0,17.15333,0.0,0.0,0.0,0.0,0.0,0.0,10.3178,8.79023,0.0,0.0,0.0,0.0
2024-12-28,11.96008,0.0,7.60096,0.0,0.0,0.37303,0.0,0.0,17.48924,6.51765,11.95,5.58013,12.62946,0.0,14.24318,0.0,19.20367,0.0,5.72274,0.0,15.81012,5.88581,4.93426,0.0,5.4655,0.0,0.0,0.0,0.0,0.0,7.71085,12.14,6.36572,0.0,0.0,0.0,0.0,0.0,8.53532,0.0,0.0,6.201,16.52,0.0,8.87717,11.69308,0.0,5.88807,0.0,0.0,6.46487,4.88284,0.0,7.81834,0.0,4.02278,0.0,0.0,13.47878,6.51814,5.43568,1.18746,0.0,0.0,0.0,6.3896,0.0,0.0,6.99863,0.0,6.93137,0.50072,0.0,0.0,0.0,0.0,0.0,9.52159,0.0,0.0,0.0,0.0063,11.41538,0.0,0.01186,14.63891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33891,0.00134,4.97128,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.51219,3.36733,23.23798,0.0,0.0,9.51716,0.0,0.0,6.53239,0.0,0.0,7.35278,0.0,0.80757,0.0,0.0,5.80554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.29383,0.0,33.69282,15.21626,0.0,0.0,14.79974,0.0,0.0,0.0,0.0,0.0,0.0,7.76871,8.79465,0.0,0.0,0.0,0.0
2024-12-29,12.01818,0.0,6.81821,0.0,0.0,0.37668,0.0,0.0,16.8384,6.58046,11.85,7.26322,11.6791,0.0,12.48229,0.0,18.46335,0.0,6.55348,0.0,16.99261,5.72358,5.03325,0.0,8.43677,0.0,0.0,0.0,0.0,0.0,8.35165,12.43,6.15271,0.0,0.0,0.0,0.0,0.0,9.08885,0.0,0.0,5.48664,13.46,0.0,8.61757,11.22646,0.0,5.72211,0.0,0.0,6.35066,8.5094,0.0,9.53658,0.0,4.12147,0.0,0.0,12.99947,6.56351,6.09247,1.20482,0.0,0.0,0.0,6.28136,0.0,0.0,8.21963,0.0,6.82968,0.5241,0.0,0.0,0.0,0.0,0.0,8.61417,0.0,0.0,0.0,0.00589,14.3247,0.0,0.01238,14.60647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33509,0.00125,4.79861,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.46973,3.34193,20.2677,0.0,0.0,9.57255,0.0,0.0,41.44328,0.0,0.0,7.13775,0.0,0.82413,0.0,0.0,8.05374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.78088,0.0,33.95597,15.17912,0.0,0.0,6.9171,0.0,0.0,0.0,0.0,0.0,0.0,7.72174,8.77335,0.0,0.0,0.0,0.0
2024-12-30,12.04387,0.0,7.78914,0.0,0.0,0.37668,0.0,0.0,16.54202,6.81106,10.93,7.05184,13.24826,0.0,16.60652,0.0,16.97966,0.0,6.59644,0.0,15.12196,7.30033,5.06899,0.0,7.00473,0.0,0.0,0.0,0.0,0.0,8.29702,11.35,7.0062,0.0,0.0,0.0,0.0,0.0,9.39863,0.0,0.0,7.33396,13.56,0.0,9.02755,6.78864,0.0,7.15007,0.0,0.0,6.42237,6.21583,0.0,9.75378,0.0,4.67111,0.0,0.0,15.86147,6.55762,7.00756,0.90047,0.0,0.0,0.0,7.07514,0.0,0.0,10.61495,0.0,6.72954,0.51173,0.0,0.0,0.0,0.0,0.0,10.22076,0.0,0.0,0.0,0.0053,8.36919,0.0,0.01179,15.90781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.31773,0.00149,3.61054,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.45838,5.29482,28.12194,0.0,0.0,8.68085,0.0,0.0,42.32195,0.0,0.0,7.26747,0.0,0.8243,0.0,0.0,11.3061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2234,0.0,33.93756,3.97073,0.0,0.0,12.26742,0.0,0.0,0.0,0.0,0.0,0.0,7.89343,8.7931,0.0,0.0,0.0,0.0
2024-12-31,12.09662,0.0,7.41604,0.0,0.0,0.37668,0.0,0.0,15.45902,7.12855,12.3,6.16469,14.47727,0.0,18.24194,0.0,16.80432,0.0,6.50019,0.0,13.76302,5.72676,5.36896,0.0,6.16826,0.0,0.0,0.0,0.0,0.0,8.10778,11.59,5.5924,0.0,0.0,0.0,0.0,0.0,9.48863,0.0,0.0,7.41595,13.22,0.0,8.17407,6.02959,0.0,5.47416,0.0,0.0,6.4324,5.31943,0.0,8.98897,0.0,4.23764,0.0,0.0,15.63617,5.51925,6.88055,4.15378,0.0,0.0,0.0,6.36335,0.0,0.0,7.71651,0.0,6.63136,0.51475,0.0,0.0,0.0,0.0,0.0,8.58763,0.0,0.0,0.0,0.0062,11.01168,0.0,0.01119,15.63118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.40257,0.00139,7.95634,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.47393,7.26043,28.4859,0.0,0.0,8.67492,0.0,0.0,30.64444,0.0,0.0,7.233,0.0,0.8446,0.0,0.0,16.45781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.77416,0.0,27.99135,3.97073,0.0,0.0,8.3245,0.0,0.0,0.0,0.0,0.0,0.0,7.89343,8.7931,0.0,0.0,0.0,0.0
2025-01-01,12.11525,0.0,6.08619,0.0,0.0,8.05607,0.0,0.0,16.34891,6.94865,12.04,6.43184,13.83429,0.0,17.36065,0.0,14.67459,0.0,6.57813,0.0,14.1582,5.56121,5.31737,0.0,6.35709,0.0,0.0,0.0,0.0,0.0,8.07168,11.52,7.69028,0.0,0.0,0.0,0.0,0.0,8.81198,0.0,0.0,8.48896,12.52,0.0,8.02466,5.68129,0.0,5.56581,0.0,0.0,6.43642,5.56728,0.0,18.4293,0.0,4.4567,0.0,0.0,15.0116,5.34735,8.79098,4.72464,0.0,0.0,0.0,8.79873,0.0,0.0,6.64352,0.0,6.53493,0.50806,0.0,0.0,0.0,0.0,0.0,8.58892,0.0,0.0,0.0,0.00513,9.00855,0.0,0.01241,15.33535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.80631,0.00133,3.3771,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.48231,7.60692,33.32342,0.0,0.0,8.669,0.0,0.0,7.47055,0.0,0.0,6.95579,0.0,0.87683,0.0,0.0,10.9112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.60792,0.0,27.02735,3.97073,0.0,0.0,7.1849,0.0,0.0,0.0,0.0,0.0,0.0,7.89343,8.7931,0.0,0.0,0.0,0.0
2025-01-02,11.10897,0.0,6.76524,0.0,0.0,10.10339,0.0,0.0,17.83395,4.01788,12.6,10.20401,12.70638,0.0,15.81849,0.0,16.72434,0.0,6.88077,0.0,16.00263,5.41889,5.64299,0.0,11.63444,0.0,0.0,0.0,0.0,0.0,7.17401,11.96,5.3317,0.0,0.0,0.0,0.0,0.0,7.41537,0.0,0.0,7.37747,11.42,0.0,8.32001,5.60351,0.0,5.42359,0.0,0.0,6.39608,10.41939,0.0,18.45473,0.0,4.31265,0.0,0.0,14.12293,5.47737,7.04997,5.72587,0.0,0.0,0.0,6.38572,0.0,0.0,6.17966,0.0,6.44023,0.50518,0.0,0.0,0.0,0.0,0.0,6.88657,0.0,0.0,0.0,0.00304,9.3843,0.0,0.01069,15.51862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.53707,8.4333,0.00231,3.81336,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.48527,7.97869,28.3182,0.0,0.0,8.6631,0.0,0.0,7.4983,0.0,0.0,6.99378,0.0,0.87258,0.0,0.0,10.98588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.58022,0.0,27.75409,10.31098,0.0,0.0,8.03294,0.0,0.0,0.0,0.0,0.0,0.0,9.05299,8.38619,0.0,0.0,0.0,0.0
2025-01-03,11.12732,0.0,7.80485,0.0,0.0,10.10258,0.0,0.0,13.91853,2.3003,12.95,4.50917,13.27602,0.0,20.26278,0.0,18.8992,0.0,7.00642,0.0,15.12762,7.97082,5.74669,0.0,5.84207,0.0,0.0,0.0,0.0,0.0,7.02362,12.75,7.97243,0.0,0.0,0.0,0.0,0.0,6.77336,0.0,0.0,6.85976,10.48,0.0,8.04876,5.75126,0.0,8.15366,0.0,0.0,6.39887,4.10874,0.0,17.17509,0.0,3.20445,0.0,0.0,14.97996,6.64279,7.79673,6.62632,9.34081,0.0,0.0,8.40635,0.0,0.0,7.21276,0.0,6.34746,0.48402,0.0,0.0,0.0,0.0,0.0,9.01546,0.0,0.0,0.0,0.00106,8.41965,0.0,0.0098,15.87734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.04029,11.65533,0.00375,3.65822,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.55517,4.30806,25.66285,0.0,0.0,8.65724,0.0,0.0,4.85933,0.0,0.0,6.87921,0.0,0.8881,0.0,0.0,17.73141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.43408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.48081,0.0,34.77091,10.92432,0.0,0.0,7.9236,0.0,0.0,0.0,0.0,0.0,0.0,9.05782,8.40874,0.0,0.0,0.0,0.0
2025-01-04,11.12982,0.0,7.73115,0.0,0.0,10.10375,0.0,0.0,13.24217,7.28614,13.45,10.33287,13.55088,0.0,14.58209,0.0,13.07211,0.0,6.87951,0.0,12.55568,12.40013,5.76258,0.0,7.8685,0.0,0.0,0.0,0.0,0.0,6.25654,12.71,5.63103,0.0,0.0,0.0,0.0,0.0,6.37876,0.0,0.0,6.99356,10.71,0.0,8.50891,5.9303,0.0,12.3929,0.0,0.0,6.40685,7.88094,0.0,9.51407,0.0,3.2182,0.0,0.0,15.95811,16.86236,7.84244,7.48538,12.22224,0.0,0.0,7.90826,0.0,0.0,8.24171,0.0,6.25605,0.48844,0.0,0.0,0.0,0.0,0.0,7.6777,0.0,0.0,0.0,0.00099,8.41441,0.0,0.00817,16.05878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2585,10.37017,0.00528,4.74022,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.55462,4.32405,26.61403,0.0,0.0,8.65137,0.0,0.0,6.18339,0.0,0.0,6.7633,0.0,0.85889,0.0,0.0,15.29215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.73541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4142,0.0,107.01223,12.92398,0.0,0.0,8.4645,0.0,0.0,0.0,0.0,0.0,0.0,8.48287,3.35398,0.0,0.0,0.0,0.0
2025-01-05,11.10739,0.0,7.46655,0.0,0.0,15.95504,0.0,0.0,14.55497,7.24028,12.88,13.37992,15.50988,0.0,14.952,0.0,13.82963,0.0,6.91579,0.0,13.29218,10.60676,5.83844,0.0,13.16854,0.0,0.0,0.0,0.0,0.0,6.24396,12.15,6.93847,0.0,0.0,0.0,0.0,0.0,6.69696,0.0,0.0,6.99339,11.06,0.0,8.51294,5.60238,0.0,10.96192,0.0,0.0,6.80865,11.743,0.0,9.35206,0.0,3.75813,0.0,0.0,21.05467,15.48172,6.85773,0.67661,10.71417,0.0,0.0,8.6244,0.0,0.0,5.8171,0.0,6.16673,0.48046,0.0,0.0,0.0,0.0,0.0,8.57558,0.0,0.0,0.0,0.00103,8.28101,0.0,0.0084,29.53348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35087,9.55928,0.00466,3.14382,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.57595,4.16737,26.6144,0.0,0.0,7.5486,0.0,0.0,5.27734,0.0,0.0,6.23346,0.0,0.84566,0.0,0.0,24.16422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.43288,0.0,95.58254,12.99724,0.0,0.0,5.69227,0.0,0.0,0.0,0.0,0.0,0.0,8.84658,3.44735,0.0,0.0,0.0,0.0
2025-01-06,11.1002,0.0,7.71516,0.0,0.0,24.80994,0.0,0.0,15.95744,7.14598,13.57,12.2616,14.47113,0.0,13.22227,0.0,14.43389,0.0,6.91579,0.0,13.68162,5.68315,6.04762,0.0,9.09826,0.0,0.0,0.0,0.0,0.0,6.52212,11.52,5.29391,0.0,0.0,0.0,0.0,0.0,6.81972,0.0,0.0,7.63216,10.94,0.0,9.10167,5.37989,0.0,5.6841,0.0,0.0,6.83407,10.35445,0.0,28.40083,0.0,4.12944,0.0,0.0,23.80431,16.09159,5.89227,6.23557,14.35704,0.0,0.0,7.57003,0.0,0.0,6.54686,0.0,6.07896,0.46004,0.0,0.0,0.0,0.0,0.0,7.43946,0.0,0.0,0.0,0.00076,8.34473,0.0,0.00556,35.78711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.80421,8.38042,0.01482,4.66736,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.63845,4.15976,29.42256,0.0,0.0,7.47127,0.0,0.0,6.04886,0.0,0.0,5.84571,0.0,0.84728,0.0,0.0,11.54288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.96189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.95562,0.0,100.54762,13.03094,0.0,0.0,6.60932,0.0,0.0,0.0,0.0,0.0,0.0,8.968,3.49123,0.0,0.0,0.0,0.0
2025-01-07,11.14644,0.0,18.2921,0.0,0.0,10.06245,0.0,0.0,14.76818,6.53904,12.69,9.01387,13.14936,0.0,14.41391,0.0,14.48637,0.0,6.7127,0.0,13.4463,6.72049,6.75985,0.0,10.07709,0.0,0.0,0.0,0.0,0.0,6.71362,11.96,4.49285,0.0,0.0,0.0,0.0,0.0,7.69028,0.0,0.0,9.33836,11.31,0.0,9.01171,5.16558,0.0,6.70866,0.0,0.0,6.8598,8.44687,0.0,28.43492,0.0,6.71958,0.0,0.0,12.83558,11.84444,6.29838,1.86026,14.22634,0.0,0.0,6.18347,0.0,0.0,6.08244,0.0,5.9929,0.49854,0.0,0.0,0.0,0.0,0.0,5.56233,0.0,0.0,0.0,0.00109,9.84224,0.0,0.006,15.3479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.90432,7.74859,0.00593,4.16544,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.5489,4.58834,37.27437,0.0,0.0,7.39483,0.0,0.0,3.8906,0.0,0.0,4.99684,0.0,0.85227,0.0,0.0,17.74906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.87885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.72189,0.0,5.7962,0.0,68.02157,17.40905,0.0,0.0,6.08587,0.0,0.0,0.0,0.0,0.0,0.0,8.93307,12.93557,0.0,0.0,0.0,0.0
2025-01-08,11.19504,0.0,8.88274,0.0,0.0,10.04748,0.0,0.0,14.02484,6.89712,13.03,10.40356,13.36491,0.0,12.22968,0.0,12.87434,0.0,6.671,0.0,12.73459,3.74604,5.79129,0.0,10.42133,0.0,0.0,0.0,0.0,0.0,6.93034,10.41,7.1163,0.0,0.0,0.0,0.0,0.0,8.59593,0.0,0.0,9.37325,11.31,0.0,9.03093,5.16097,0.0,3.85199,8.11243,0.0,6.29523,9.38037,0.0,41.05821,8.34583,8.32,0.0,0.0,14.92633,11.38521,12.95408,1.9348,17.69034,0.0,0.0,9.55258,0.0,0.0,9.91716,0.0,5.9084,0.49519,0.0,0.0,0.0,0.0,0.0,5.26749,0.0,0.0,0.0,0.00099,8.00958,0.0,0.0097,18.32077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.68011,7.33615,0.00516,3.39967,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.54958,4.6167,37.44076,0.0,0.0,7.31912,0.0,0.0,4.38714,0.0,0.0,4.74068,0.0,0.86959,0.0,0.0,14.57186,0.0,0.0,0.0,0.0,0.0,0.6811,0.0,0.0,0.0,0.0,4.18036,0.0,0.0,0.0,0.0,0.0,0.31132,0.0,3.24095,0.0,5.36781,0.0,64.78513,14.93439,0.0,0.0,9.02739,0.0,0.0,0.0,0.0,0.0,0.0,9.00446,12.75669,0.0,0.0,0.0,0.0
2025-01-09,12.71388,0.0,7.68092,0.0,0.0,10.10368,0.0,0.0,11.06046,6.87364,13.72,9.3381,13.15215,0.0,11.46501,0.0,10.65493,0.0,6.49658,0.0,12.79309,6.02683,7.49898,0.0,8.09461,0.0,0.0,0.0,0.0,0.0,6.7405,11.73,5.54124,0.0,0.0,0.0,0.0,0.0,8.5251,0.0,0.0,7.9454,11.72,0.0,8.16339,5.54139,0.0,6.21221,26.80825,0.0,6.29168,8.23084,0.0,26.24915,40.19412,8.33866,0.0,0.0,14.39186,11.19963,9.25179,2.71796,12.21537,0.0,0.0,6.84481,0.0,0.0,6.64421,0.0,5.82581,0.50303,0.0,0.0,0.0,0.0,0.0,8.66125,0.0,0.0,0.0,0.00161,8.08704,0.0,0.00305,15.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14774,7.32497,0.00911,3.34546,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.54281,4.64535,30.83138,0.0,0.0,7.24448,0.0,0.0,3.38303,0.0,0.0,4.64307,0.0,0.859,0.0,0.0,12.50857,0.0,0.0,0.0,0.0,0.0,3.09196,0.0,0.0,0.0,0.0,16.13542,0.0,0.0,0.0,0.0,0.0,0.29043,0.0,3.60486,0.2847,9.00543,0.0,63.49015,8.19804,0.0,0.0,9.71945,0.0,0.0,0.0,0.0,0.0,0.0,8.98519,12.67067,0.0,0.0,0.0,0.0
